arxiv_id;title;published;authors;pdf_link;summary;last_updated
http://arxiv.org/abs/2601.02790v1;RadioDiff-Flux: Efficient Radio Map Construction via Generative Denoise Diffusion Model Trajectory Midpoint Reuse;2026-01-06T07:57:27Z;Xiucheng Wang, Peilin Zheng, Honggang Jia, Nan Cheng, Ruijin Sun, Conghao Zhou, Xuemin Shen;https://arxiv.org/pdf/2601.02790v1;Accurate radio map (RM) construction is essential to enabling environment-aware and adaptive wireless communication. However, in future 6G scenarios characterized by high-speed network entities and fast-changing environments, it is very challenging to meet real-time requirements. Although generative diffusion models (DMs) can achieve state-of-the-art accuracy with second-level delay, their iterative nature leads to prohibitive inference latency in delay-sensitive scenarios. In this paper, by unc...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.02613v1;Sparsity-Aware Streaming SNN Accelerator with Output-Channel Dataflow for Automatic Modulation Classification;2026-01-06T00:15:38Z;Kuilian Yang, Li Zhang, Ahmed M. Eltawil, Khaled Nabil Salama;https://arxiv.org/pdf/2601.02613v1;The rapid advancement of wireless communication technologies, including 5G, emerging 6G networks, and the large-scale deployment of the Internet of Things (IoT), has intensified the need for efficient spectrum utilization. Automatic modulation classification (AMC) plays a vital role in cognitive radio systems by enabling real-time identification of modulation schemes for dynamic spectrum access and interference mitigation. While deep neural networks (DNNs) offer high classification accuracy, the...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.02175v1;Single- and Multi-Objective Stochastic Optimization for Next-Generation Networks in the Generative AI and Quantum Computing Era;2026-01-05T14:54:27Z;Trinh Van Chien, Bui Trong Duc, Nguyen Xuan Tung, Van Duc Nguyen, Waqas Khalid, Symeon Chatzinotas, Lajos Hanzo;https://arxiv.org/pdf/2601.02175v1;Next Generation (NG) networks move beyond simply connecting devices to creating an ecosystem of connected intelligence, especially with the support of generative Artificial Intelligence (AI) and quantum computation. These systems are expected to handle large-scale deployments and high-density networks with diverse functionalities. As a result, there is an increasing demand for efficient and intelligent algorithms that can operate under uncertainty from both propagation environments and networkin...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.01791v2;Rethinking Secure Semantic Communications in the Age of Generative and Agentic AI: Threats and Opportunities;2026-01-05T05:05:15Z;Shunpu Tang, Yuanyuan Jia, Zijiu Yang, Qianqian Yang, Ruichen Zhang, Jun Du, Jihong Park, Zhiguo Shi, Jiming Chen;https://arxiv.org/pdf/2601.01791v2;Semantic communication (SemCom) improves communication efficiency by transmitting task-relevant information instead of raw bits and is expected to be a key technology for 6G networks. Recent advances in generative AI (GenAI) further enhance SemCom by enabling robust semantic encoding and decoding under limited channel conditions. However, these efficiency gains also introduce new security and privacy vulnerabilities. Due to the broadcast nature of wireless channels, eavesdroppers can also use po...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.01645v1;Revisiting the Interface between Error and Erasure Correction in Wireless Standards;2026-01-04T19:25:43Z;Vipindev Adat Vasudevan, Homa Esfahanizadeh, Benjamin D. Kim, Laura Landon, Alejandro Cohen, Muriel Médard;https://arxiv.org/pdf/2601.01645v1;Modern 5G communication systems implement a combination of error correction and feedback-based erasure correction (HARQ/ARQ) as reliability mechanisms, which can introduce substantial delay and resource inefficiency. We propose forward erasure correction using network coding as a more delay-efficient alternative. We present a mathematical characterization of network delay for existing reliability mechanisms and network coding. Through simulations in a network slicing environment, we demonstrate ...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.01455v1;Security in the Era of Perceptive Networks: A Comprehensive Taxonomic Framework for Integrated Sensing and Communication Security;2026-01-04T09:52:41Z;Chandra Thapa, Surya Nepal;https://arxiv.org/pdf/2601.01455v1;Integrated Sensing and Communication (ISAC) represents a significant shift in the 6G landscape, where wireless networks both sense the environment and communicate. While prior comprehensive surveys have established foundational elements of ISAC security, discussed perception-focused security models, and proposed layered defense strategies, this paper synthesizes these studies into a comprehensive taxonomic framework that covers the whole ISAC security domain. This paper provides a systematic and...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.01033v1;System-Level Comparison of Multimodal and In-Band mmWave Sensing for Beam Prediction in 6G ISAC;2026-01-03T01:55:59Z;Abidemi Orimogunje, Hyunwoo Park, Igbafe Orikumhi, Sunwoo Kim, Dejan Vukobratovic;https://arxiv.org/pdf/2601.01033v1;Integrated sensing and communication (ISAC) can reduce beam-training overhead in mmWave vehicle-to-infrastructure (V2I) links by enabling in-band sensing-based beam prediction, while exteroceptive sensors can further enhance the prediction accuracy. This work develop a system-level framework that evaluates camera, LiDAR, radar, GPS, and in-band mmWave power, both individually and in multimodal fusion using the DeepSense-6G Scenario-33 dataset. A latency-aware neural network composed of lightweig...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.00556v1;Cyberscurity Threats and Defense Mechanisms in IoT network;2026-01-02T04:06:03Z;Trung Dao, Minh Nguyen, Son Do, Hoang Tran;https://arxiv.org/pdf/2601.00556v1;The rapid proliferation of Internet of Things (IoT) technologies, projected to exceed 30 billion interconnected devices by 2030, has significantly escalated the complexity of cybersecurity challenges. This survey aims to provide a comprehensive analysis of vulnerabilities, threats, and defense mechanisms, specifically focusing on the integration of network and application layers within real-time monitoring and decision-making systems. Employing an integrative review methodology, 59 scholarly art...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.00341v1;Multi-Satellite NOMA-Irregular Repetition Slotted ALOHA for IoT Networks;2026-01-01T13:46:00Z;Estefanía Recayte, Carla Amatetti;https://arxiv.org/pdf/2601.00341v1;As the transition from 5G to 6G unfolds, a substantial increase in Internet of Things (IoT) devices is expected, enabling seamless and pervasive connectivity across various applications. Accommodating this surge and meeting the high capacity demands will necessitate the integration of NonTerrestrial Networks (NTNs). However, the extensive coverage area of satellites, relative to terrestrial receivers, will lead to a high density of users attempting to access the channel at the same time, increas...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.00321v1;Offline Multi-Agent Reinforcement Learning for 6G Communications: Fundamentals, Applications and Future Directions;2026-01-01T12:09:58Z;Eslam Eldeeb, Hirley Alves;https://arxiv.org/pdf/2601.00321v1;The next-generation wireless technologies, including beyond 5G and 6G networks, are paving the way for transformative applications such as vehicle platooning, smart cities, and remote surgery. These innovations are driven by a vast array of interconnected wireless entities, including IoT devices, access points, UAVs, and CAVs, which increase network complexity and demand more advanced decision-making algorithms. Artificial intelligence (AI) and machine learning (ML), especially reinforcement lea...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.03281v1;$α^3$-Bench: A Unified Benchmark of Safety, Robustness, and Efficiency for LLM-Based UAV Agents over 6G Networks;2026-01-01T12:07:06Z;Mohamed Amine Ferrag, Abderrahmane Lakas, Merouane Debbah;https://arxiv.org/pdf/2601.03281v1;Large Language Models (LLMs) are increasingly used as high level controllers for autonomous Unmanned Aerial Vehicle (UAV) missions. However, existing evaluations rarely assess whether such agents remain safe, protocol compliant, and effective under realistic next generation networking constraints. This paper introduces $α^3$-Bench, a benchmark for evaluating LLM driven UAV autonomy as a multi turn conversational reasoning and control problem operating under dynamic 6G conditions. Each mission is...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.00251v1;Evolution of UE in Massive MIMO Systems for 6G: From Passive to Active;2026-01-01T07:57:05Z;Kwonyeol Park, Hyuckjin Choi, Geonho Han, Gyoseung Lee, Yeonjoon Choi, Sunwoo Park, Junil Choi;https://arxiv.org/pdf/2601.00251v1;As wireless networks continue to evolve, stringent latency and reliability requirements and highly dynamic channels expose fundamental limitations of gNB-centric massive multiple-input multiple-output (mMIMO) architectures, motivating a rethinking of the user equipment (UE) role. In response, the UE is transitioning from a passive transceiver into an active entity that directly contributes to system-level performance. In this context, this article examines the evolving role of the UE in mMIMO sy...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.00159v1;AI-Driven Channel State Information (CSI) Extrapolation for 6G: Current Situations, Challenges and Future Research;2026-01-01T01:25:00Z;Yuan Gao, Zichen Lu, Xinyi Wu, Wenjun Yu, Shengli Liu, Jianbo Du, Yanliang Jin, Shunqing Zhang, Xiaoli Chu, Shugong Xu;https://arxiv.org/pdf/2601.00159v1;CSI extrapolation is an effective method for acquiring channel state information (CSI), essential for optimizing performance of sixth-generation (6G) communication systems. Traditional channel estimation methods face scalability challenges due to the surging overhead in emerging high-mobility, extremely large-scale multiple-input multiple-output (EL-MIMO), and multi-band systems. CSI extrapolation techniques mitigate these challenges by using partial CSI to infer complete CSI, significantly redu...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.00110v1;CTMap: LLM-Enabled Connectivity-Aware Path Planning in Millimeter-Wave Digital Twin Networks;2025-12-31T21:05:42Z;Md Salik Parwez, Sai Teja Srivillibhutturu, Sai Venkat Reddy Kopparthi, Asfiya Misba, Debashri Roy, Habeeb Olufowobi, Charles Kim;https://arxiv.org/pdf/2601.00110v1;In this paper, we present \textit{CTMAP}, a large language model (LLM) empowered digital twin framework for connectivity-aware route navigation in millimeter-wave (mmWave) wireless networks. Conventional navigation tools optimize only distance, time, or cost, overlooking network connectivity degradation caused by signal blockage in dense urban environments. The proposed framework constructs a digital twin of the physical mmWave network using OpenStreetMap, Blender, and NVIDIA Sionna's ray-tracin...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.24962v1;Fundamental Limits for Near-Field Sensing -- Part II: Wide-Band Systems;2025-12-31T16:48:52Z;Tong Wei, Kumar Vijay Mishra, Bhavani Shankar M. R., Björn Ottersten;https://arxiv.org/pdf/2512.24962v1;Near-field sensing with extremely large-scale antenna arrays (ELAAs) in practical 6G systems is expected to operate over broad bandwidths, where delay, Doppler, and spatial effects become tightly coupled across frequency. The purpose of this and the companion paper (Part I) is to develop the unified Cram'er--Rao bounds (CRBs) for sensing systems spanning from far-field to near-field, and narrow-band to wide-band. This paper (Part II) derives fundamental estimation limits for a wide-band near-fie...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.24958v1;Fundamental Limits for Near-Field Sensing -- Part I: Narrow-Band Systems;2025-12-31T16:41:16Z;Tong Wei, Kumar Vijay Mishra, Bhavani Shankar M. R., Björn Ottersten;https://arxiv.org/pdf/2512.24958v1;Extremely large-scale antenna arrays (ELAAs) envisioned for 6G enable high-resolution sensing. However, the ELAAs worked in extremely high frequency will push operation into the near-field region, where spherical wavefronts invalidate classical far-field models and alter fundamental estimation limits. The purpose of this and the companion paper (Part II) is to develop the theory of fundamental limits for near-field sensing systems in detail. In this paper (Part I), we develop a unified narrow-ba...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.24060v1;A two-dimensional terahertz smart wristband for integrated sensing and communication;2025-12-30T08:10:09Z;Shaojing Liu, Yongsheng Zhu, Runli Li, Ximiao Wang, Hongjia Zhu, Shangdong Li, Hai Ou, Yanlin Ke, Runze Zhan, Huanjun Chen;https://arxiv.org/pdf/2512.24060v1;The development of wearable devices for terahertz (THz) integrated sensing and communication (ISAC) is pivotal for forthcoming 6G Internet of Things (IoT) and wearable optoelectronics. However, existing THz system suffers from bulkiness, narrow spectral response and limited flexibility constrained by their dependence on external antennas, complex coupling architectures and rigid components. Here, we present a 2D THz smart wristband based on a graphene plasmon polariton atomic cavity (PPAC) array...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.23897v1;Wireless Multimodal Foundation Model (WMFM): Integrating Vision and Communication Modalities for 6G ISAC Systems;2025-12-29T23:20:53Z;Mohammad Farzanullah, Han Zhang, Akram Bin Sediq, Ali Afana, Melike Erol-Kantarci;https://arxiv.org/pdf/2512.23897v1;The emergence of multimodal foundation models has revolutionized learning paradigms by enabling joint understanding across diverse data types. In the context of next-generation wireless networks, integrating sensing and communication modalities presents a unique opportunity to develop generalizable and data-efficient models. In this work, we introduce the contrastive learning based Wireless Multimodal Foundation Model (WMFM), a large-scale framework that jointly learns from wireless channel coef...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.23502v1;Hierarchical Decision Mamba Meets Agentic AI: A Novel Approach for RAN Slicing in 6G;2025-12-29T14:38:31Z;Md Arafat Habib, Medhat Elsayed, Majid Bavand, Pedro Enrique Iturria Rivera, Yigit Ozcan, Melike Erol-Kantarci;https://arxiv.org/pdf/2512.23502v1;Radio Access Network (RAN) slicing enables multiple logical networks to exist on top of the same physical infrastructure by allocating resources to distinct service groups, where radio resource scheduling plays a key role in ensuring compliance with slice-specific Service-Level Agreements (SLAs). Existing configuration-based or intent-driven Reinforcement Learning (RL) approaches usually rely on static mappings and SLA conversions. The current literature does not integrate natural language under...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.23400v2;Quantum Intelligence Meets BD-RIS-Enabled AmBC: Challenges, Opportunities, and Practical Insights;2025-12-29T11:43:41Z;Abd Ullah Khan, Uman Khalid, Trung Q. Duong, Hyundong Shin;https://arxiv.org/pdf/2512.23400v2;A beyond-diagonal reconfigurable intelligent surface (BD-RIS) is an innovative type of reconfigurable intelligent surface (RIS) that has recently been proposed and is considered a revolutionary advancement in wave manipulation. Unlike the mutually disconnected arrangement of elements in traditional RISs, BD-RIS creates cost-effective and simple inter-element connections, allowing for greater freedom in configuring the amplitude and phase of impinging waves. However, there are numerous underlying...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.23294v1;Agentic AI-Enhanced Semantic Communications: Foundations, Architecture, and Applications;2025-12-29T08:28:43Z;Haixiao Gao, Mengying Sun, Ruichen Zhang, Yanhan Wang, Xiaodong Xu, Nan Ma, Dusit Niyato, Ping Zhang;https://arxiv.org/pdf/2512.23294v1;Semantic communications (SemCom), as one of the key technologies for 6G, is shifting networks from bit transmission to semantic information exchange. On this basis, introducing agentic artificial intelligence (AI) with perception, memory, reasoning, and action capabilities provides a practicable path to intelligent communications. This paper provides a systematic exposition of how agentic AI empowers SemCom from the perspectives of research foundations, system architecture, and application scena...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.23242v1;Sum Rate optimization for RIS-Aided RSMA system with Movable Antenna;2025-12-29T06:50:08Z;Mingyu Hu, Nan Liu, Wei Kang;https://arxiv.org/pdf/2512.23242v1;Rate-Splitting Multiple Access (RSMA) is regarded as a key enabling technique for sixth-generation (6G) wireless systems for its powerful interference management substantially enhancing link throughput. Reconfigurable Intelligent Surface (RIS) can effectively shape the wireless propagation to match the environment and improve communication performance. However, in conventional RSMA-RIS architectures, the antenna elements are fixed, which underutilizes spatial degrees of freedom and hence constra...;2026-01-10 17:59:43
http://arxiv.org/abs/2601.02398v1;AI-Native Integrated Sensing and Communications for Self-Organizing Wireless Networks: Architectures, Learning Paradigms, and System-Level Design;2025-12-29T05:45:57Z;S. Zhang, M. Feizarefi, A. F. Mirzaei;https://arxiv.org/pdf/2601.02398v1;Integrated Sensing and Communications (ISAC) is emerging as a foundational paradigm for next-generation wireless networks, enabling communication infrastructures to simultaneously support data transmission and environment sensing. By tightly coupling radio sensing with communication functions, ISAC unlocks new capabilities for situational awareness, localization, tracking, and network adaptation. At the same time, the increasing scale, heterogeneity, and dynamics of future wireless systems deman...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.23045v1;Flexible Intelligent Metasurface for Downlink Communications under Statistical CSI;2025-12-28T19:11:22Z;Vaibhav Kumar, Anastasios Papazafeiropoulos, Pandelis Kourtessis, John Senior, Marwa Chafii, Dimitra I. Kaklamani, Iakovos S. Venieris;https://arxiv.org/pdf/2512.23045v1;Flexible intelligent metasurface (FIM) is a recently developed, groundbreaking hardware technology with promising potential for 6G wireless systems. Unlike conventional rigid antenna array (RAA)-based transmitters, FIM-assisted transmitters can dynamically alter their physical surface through morphing, offering new degrees of freedom to enhance system performance. In this letter, we depart from prior works that rely on instantaneous channel state information (CSI) and instead address the problem...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22752v1;Microcomb-referenced photonic stabilization of resonant tunneling diode terahertz oscillators;2025-12-28T02:55:13Z;Miezel Talara, Yu Tokizane, Tatsunoshin Mori, Ryota Shikata, Masayuki Higaki, Eiji Hase, Isao Morohashi, Safumi Suzuki, Naoya Kuse, Takeshi Yasui;https://arxiv.org/pdf/2512.22752v1;We demonstrate a compact stabilization scheme for terahertz (THz) sources by exploiting the complementary advantages of microresonator-based optical frequency combs (microcombs) and resonant tunneling diodes (RTDs). A microcomb-driven photomixing THz signal is employed as the master for injection locking of an RTD, enabling faithful transfer of the microcomb stability into the RTD. Using this approach, the free-running RTD linewidth of 50 MHz was narrowed to 165 Hz, while the single-sideband pha...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22579v1;SANet: A Semantic-aware Agentic AI Networking Framework for Cross-layer Optimization in 6G;2025-12-27T12:42:47Z;Yong Xiao, Xubo Li, Haoran Zhou, Yingyu Li, Yayu Gao, Guangming Shi, Ping Zhang, Marwan Krunz;https://arxiv.org/pdf/2512.22579v1;Agentic AI networking (AgentNet) is a novel AI-native networking paradigm in which a large number of specialized AI agents collaborate to perform autonomous decision-making, dynamic environmental adaptation, and complex missions. It has the potential to facilitate real-time network management and optimization functions, including self-configuration, self-optimization, and self-adaptation across diverse and complex environments. This paper proposes SANet, a novel semantic-aware AgentNet architect...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22535v2;A Lightweight Coordinate-Conditioned Diffusion Approach for 6G C-V2X Radio Environment Maps;2025-12-27T09:38:30Z;Liu Cao, Zhaoyu Liu, Dongyu Wei, Yuan Yang, Yukun Pan, Lyutianyang Zhang;https://arxiv.org/pdf/2512.22535v2;Transmitter vehicles that broadcast 6G Cellular Vehicle-to-Everything (C-V2X)-based messages, e.g., Basic Safety Messages (BSMs), are prone to be impacted by PHY issues due to the lack of dynamic high-fidelity Radio Environment Map (REM) with dynamic location variation. This paper explores a lightweight diffusion-based generative approach, the Coordinate-Conditioned Denoising Diffusion Probabilistic Model (CCDDPM), that leverages the signal intensity-based 6G V2X Radio Environment Map (REM) from...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22479v1;FARIS: Fluid-Active-RIS;2025-12-27T05:51:15Z;Hong-Bae Jeon;https://arxiv.org/pdf/2512.22479v1;In this paper, we introduce a fluid-active reconfigurable intelligent surface (FARIS) that combines fluid-based port repositioning with per-element active amplification to enhance the performance of 6G network. To characterize the performance, we formulate an ergodic-rate maximization problem that jointly optimizes both the active amplification-reflection vector and the discrete selection of fluid active elements under practical hardware constraints. The problem is addressed via an alternating o...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22393v2;Simultaneous Source Separation, Synchronization, Localization and Mapping for 6G Systems;2025-12-26T21:54:10Z;Alexander Venus, Erik Leitinger, Klaus Witrisal;https://arxiv.org/pdf/2512.22393v2;Multipath-based simultaneous localization and mapping (MP-SLAM) is a promising approach for future 6G networks to jointly estimate the positions of transmitters and receivers together with the propagation environment. In cooperative MP-SLAM, information collected by multiple mobile terminals (MTs) is fused to enhance accuracy and robustness. Existing methods, however, typically assume perfectly synchronized base stations (BSs) and orthogonal transmission sequences, rendering inter-BS interferenc...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22107v1;Hybrid Deep Reinforcement Learning for Joint Resource Allocation in Multi-Active RIS-Aided Uplink Communications;2025-12-26T18:27:55Z;Mohamed Shalma, Engy Aly Maher, Ahmed El-Mahdy;https://arxiv.org/pdf/2512.22107v1;Active Reconfigurable Intelligent Surfaces (RIS) are a promising technology for 6G wireless networks. This paper investigates a novel hybrid deep reinforcement learning (DRL) framework for resource allocation in a multi-user uplink system assisted by multiple active RISs. The objective is to maximize the minimum user rate by jointly optimizing user transmit powers, active RIS configurations, and base station (BS) beamforming. We derive a closed-form solution for optimal beamforming and employ DR...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22063v2;Coherent Absorption Synergizes with Plasmon-Enhanced Graphene Terahertz Photo-thermoelectric Response;2025-12-26T15:34:42Z;Runli Li, Shaojing Liu, Ximiao Wang, Hongjia Zhu, Yongsheng Zhu, Shangdong Li, Huanjun Chen;https://arxiv.org/pdf/2512.22063v2;Terahertz (THz) technology shows great potential in 6G communications and imaging, but faces challenges related to detector sensitivity, noise, and cryogenic operation. Here, we integrate interferometric enhancement of absorption (IEA) from a metal reflection layer with a graphene plasmon polariton atomic cavity (PPAC)-based photodetector. The hybrid configuration enhances the in-plane electric field and improves the plasmon-induced thermal gradient. Numerical simulations and photoresponse measu...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.22022v1;Meta-Learning-Based Handover Management in NextG O-RAN;2025-12-26T13:01:46Z;Michail Kalntis, George Iosifidis, José Suárez-Varela, Andra Lutu, Fernando A. Kuipers;https://arxiv.org/pdf/2512.22022v1;While traditional handovers (THOs) have served as a backbone for mobile connectivity, they increasingly suffer from failures and delays, especially in dense deployments and high-frequency bands. To address these limitations, 3GPP introduced Conditional Handovers (CHOs) that enable proactive cell reservations and user-driven execution. However, both handover (HO) types present intricate trade-offs in signaling, resource usage, and reliability. This paper presents unique, countrywide mobility mana...;2026-01-10 17:59:43
http://arxiv.org/abs/2512.21574v1;When the Base Station Flies: Rethinking Security for UAV-Based 6G Networks;2025-12-25T08:37:09Z;Ammar El Falou;https://arxiv.org/pdf/2512.21574v1;The integration of non-terrestrial networks (NTNs) into 6G systems is crucial for achieving seamless global coverage, particularly in underserved and disaster-prone regions. Among NTN platforms, unmanned aerial vehicles (UAVs) are especially promising due to their rapid deployability. However, this shift from fixed, wired base stations (BSs) to mobile, wireless, energy-constrained UAV-BSs introduces unique security challenges. Their central role in emergency communications makes them attractive ...;2026-01-10 17:59:43
